District Code,District Name (in English),District Census Code 2011,District Census Code 2001,Sub District Code,Sub District Name (in English),Sub District Census Code 2011,Sub District Census Code 2001,Village Code,Village Name (in English),Village Census Code 2011,Village Census Code 2001,Local Body Code,Local Body Name (in English),State Code,State Name
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626993,Patiem,626993,32400.0,254521,Uguem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627011,Porteem,627011,34200.0,254406,Curdi,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627005,Potrem,627005,33600.0,254373,Bhati,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627014,Rivona,627014,34500.0,254483,Rivona,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626985,Rumbrem,626985,31600.0,254491,Sanvordem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627002,Salauli,627002,33300.0,254521,Uguem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,945842,Sanguem,0,,,,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626987,Santona,626987,31800.0,254491,Sanvordem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627021,Sanvordem (Ct),627021,40211000.0,254491,Sanvordem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627017,Sigonem,627017,34800.0,254373,Bhati,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627004,Todou,627004,33500.0,254373,Bhati,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627003,Uguem,627003,33400.0,254521,Uguem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627020,Verlem,627020,35100.0,254458,Neturlim,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627016,Vichundrem,627016,34700.0,254458,Neturlim,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627008,Viliena,627008,33900.0,254373,Bhati,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627001,Xelpem,627001,33200.0,254521,Uguem,30,Goa
